hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi,hi
10247,294,648,2483,3059,3258,3258,3394,3134,3633,3671,4837,4837,5353,4624,4674,5030,6240,6922,7658,7016,8812,9302,9792,9145,8486,8115,8273,8685,8553,6463,1402,1370,824,722,527,403,285,360,439,531,217,257,380,375,171,158,223,474,183,346,239,173,219,222,207,155,126,199,172,237,118,193,189,141,198,219,347
10323,251,123,184,179,134,134,809,884,1259,1032,861,861,1106,1511,2230,1198,1391,1720,1482,1055,1194,1270,1943,1211,1198,1358,1250,1231,1186,1737,1297,1133,1349,1177,1398,1136,1134,1250,1476,2358,1645,1343,1330,1621,3809,2971,3374,5826,10292,7896,5500,3706,2788,4688,4429,6844,4692,5196,3854,5196,4712,5225,6608,2887,3333,2830,2843
10522,1771,3585,5482,7567,9522,9522,7573,7827,8984,10540,9649,9649,8224,6202,4626,5294,5283,5509,5303,4350,5288,5581,9794,5747,6552,9710,8910,6857,6366,6384,4857,4227,5312,4596,4390,3656,4397,4260,4049,3897,3698,4373,4688,4389,4994,6001,6068,5103,5267,5311,4796,4443,5210,5564,5718,6776,10131,21833,22643,24201,22237,20273,20322,16196,15105,11942,11195
10674,9825,4931,6419,7905,10812,10812,9870,8076,6828,9081,10121,10121,10988,10059,8590,10277,11661,11659,13236,11133,13372,13718,16269,13988,19725,19117,15999,18555,19122,18608,20880,17447,18922,26799,25738,26431,27466,28172,30328,32285,31545,45744,51686,41807,44028,54728,54583,61883,59852,70759,71460,68584,77496,72209,72258,68076,63684,76754,86641,79748,91048,97918,94065,93513,92961,82112,77173
10757,3854,3461,1742,2217,3905,3905,8408,10980,12760,17925,16315,16315,14705,13042,11696,10783,10821,10675,13858,9061,10146,12383,15511,12895,8418,16114,12618,11064,15995,14716,14500,11683,14550,13016,16027,13584,9255,11635,14263,19357,11167,11087,10977,12649,14051,18913,15147,15219,15928,15030,14982,14607,14833,14384,7576,6853,8334,10158,10438,7055,8497,8950,9643,9598,11802,10156,8736
11023,0,0,0,0,0,0,0,0,0,0,0,0,1518,2512,4269,10308,7246,11975,15843,17921,134223,132314,592327,350684,236666,104376,91374,77141,89805,278502,123765,110599,170922,168850,142360,184700,286958,123922,255028,175518,216720,356741,496763,103531,63664,69323,72733,79813,69830,66574,83439,55081,60820,56746,52965,49911,48416,45987,35514,18398,11640,13465,12491,14261,16569,10792,9055
11082,3167,3469,3186,3352,4093,4093,4439,3930,4900,5204,5409,5409,4396,3728,4690,4527,4387,4546,4605,4140,3808,4175,4956,4602,4314,5267,5096,5175,6603,5703,6499,5951,6806,6128,8283,7819,7539,8977,9448,11318,10156,12678,13345,14002,13392,13818,14756,10947,13887,10910,10521,9267,10138,8612,8290,9381,8824,8920,8956,9706,9525,9668,8204,7700,8826,8658,6939
11163,672,362,320,247,232,232,589,698,667,356,762,762,562,511,363,400,401,585,538,334,543,688,786,719,852,661,469,757,286,482,534,399,1338,1682,1888,1537,1722,2085,2235,3175,4223,4930,6337,5894,5735,6486,7184,7680,6848,7613,6566,7212,7996,7547,8025,9129,10179,12429,14181,12477,9905,9443,9486,11747,15350,18073,18073
11343,801,994,1999,2876,2749,2749,8866,10763,12920,16831,18937,18937,17362,21950,17138,16749,25646,17640,17997,14982,13295,13557,16087,13619,17659,16901,14405,17021,12771,11623,12173,10412,9662,8912,9220,7725,10624,11701,9565,8529,6389,5808,4509,3055,4395,4225,5168,6169,3747,4512,3117,3210,3368,4696,3318,3795,3841,4356,4924,4729,5226,5161,5045,5539,6197,6774,6635
11543,906,854,3102,309,271,271,267,246,129,306,223,223,256,215,296,277,622,899,999,1124,2595,5301,10441,12611,12975,7189,3730,4021,4022,5728,4852,3512,5233,4416,5630,5976,5967,4308,5399,7903,9310,16500,22206,19874,18274,17077,21183,20309,19436,22794,23255,13750,16014,21610,17746,18575,12201,10127,14094,9009,12549,10848,8606,12878,14762,12465,6612
11882,0,5892,8178,7770,8774,8774,10948,10295,10324,11232,6500,6500,1769,2480,2336,1671,1465,1845,1696,1021,1289,948,1079,651,709,689,1078,559,457,567,479,155,556,415,405,177,263,139,461,594,131,256,166,219,173,247,353,482,208,305,184,192,176,191,229,360,155,150,109,213,135,141,87,141,84,107,142
11957,0,326,3796,840,580,580,660,378,1264,1363,1652,1652,7743,10315,9241,12421,13342,16598,18860,20646,22323,27184,39965,36956,42333,47710,31016,21740,21118,22111,21386,15427,19286,17429,18588,17398,18935,18411,20457,20332,19117,24937,24579,20763,22634,28952,40914,45330,27915,34905,36272,32551,33119,25435,22818,29025,30936,34346,32032,32497,31958,30382,26782,29421,32010,37110,27106
11960,0,0,0,0,2608,2608,10451,11572,14916,21065,23221,23221,32220,36445,130304,114931,97283,75571,87692,86319,101341,114176,139840,130980,192050,265716,329676,415010,495628,649674,744284,658536,841298,890065,1094897,1112058,1180426,1325142,1376951,1567185,1661364,2112624,2254008,2031512,2521439,2980113,3079021,3430757,3447368,3792241,3889218,4090199,4843694,4691052,4190258,5162180,5361357,6477223,6629537,6681537,6768866,7395071,6990936,7558278,7848798,8139318,7711957
12053,10455,11621,12978,12862,14124,14124,12726,11590,12820,14329,13844,13844,13360,12891,11594,14078,12258,11460,11041,9289,9980,7984,8294,6333,7552,7480,7390,7226,7045,7112,6874,5494,6233,5690,6263,6001,5669,5287,5690,5261,4891,5831,6363,4240,4625,5253,14129,4776,3933,3896,2756,2776,2573,2793,2585,2729,2415,2596,2247,2713,2644,2974,3584,3358,3090,3003,2643
12058,11222,11899,13468,27988,24041,24041,20536,12754,14369,16492,21929,21929,16354,17318,14209,16347,14106,13100,12649,10608,11536,9970,10301,8584,9060,9050,8390,7839,7647,12721,13459,8781,7358,6750,8777,8543,7994,9555,8886,7673,8677,9437,11977,11291,22077,25486,20444,15402,11889,10763,7973,7380,6252,5894,5998,6499,4962,5413,4461,5553,4675,5352,5648,4722,5974,5625,3976
12060,23233,20875,21555,21978,25527,25527,13952,13682,15258,17282,25159,25159,16449,15233,13304,15529,13762,12781,12470,10428,11276,9380,9873,8272,8833,8878,8001,7713,7376,7582,7283,5654,6482,5734,6246,5818,5940,5355,5973,5787,5192,5610,6296,4468,4767,5612,5627,5642,4595,4616,3048,3163,3009,3151,2783,2904,2667,2961,2494,2948,3062,3143,3862,3527,3271,3069,2702
12067,9944,10701,11583,15278,13189,13189,13050,13213,15093,16291,19573,19573,16543,16665,15400,18017,16044,14527,14081,12064,12584,11022,11505,9583,9740,9785,9253,8636,9015,13605,14225,9619,8058,7216,9445,8941,8393,10035,9335,8200,9048,10581,12905,12560,23807,26842,21571,16301,12292,11006,8115,7529,6329,5997,6201,6550,5375,5824,4777,5716,4944,5464,5695,5043,5976,5713,4019
12070,9222,11110,11230,11143,12058,12058,11085,11041,12694,13840,13067,13067,12294,12139,10626,11566,10981,9972,9531,8344,8614,6609,6562,4893,5968,5882,5269,5087,4846,4724,4649,3746,4212,3562,3994,3655,3497,3464,3540,3376,2908,3446,3658,2711,2363,2505,11832,2682,2203,2087,2007,2207,2176,2402,2183,2129,2061,2311,1927,1761,1649,1903,2344,2479,2662,2894,2463
12072,10023,11633,17713,21855,21593,21593,21331,13406,15109,16955,23190,23190,16402,15325,13182,15546,13728,12687,12484,10422,11230,9568,10147,8401,8825,9025,8076,7703,7462,7245,7067,5678,6496,5899,6618,6185,5931,5378,5945,5654,5196,5693,6239,5021,5624,6362,18074,5847,4514,4666,3106,3147,2973,3127,2735,2821,2804,2944,2516,2904,2816,3118,3804,3466,3132,3027,2648
12073,10025,10913,11014,11008,12405,12405,12411,11960,13603,15028,15226,15226,15424,14773,12771,15385,13362,12346,12128,10120,10819,9295,9787,8175,8537,8758,7893,7525,7336,6990,6697,5601,6305,5759,6456,6068,5765,5344,5832,5398,5035,5649,6058,5010,5640,6356,11790,5692,4430,4596,3018,3131,2934,3107,2663,2752,2761,2909,2476,2853,2751,3085,3771,3458,3130,3037,2629
12074,10042,11159,11249,11228,12678,12678,12584,12122,13751,15292,15425,15425,15559,14908,12883,14629,13445,12409,12199,10183,10895,9360,9845,8222,8586,8788,7896,7544,7350,7018,6735,5600,6308,5772,6472,6103,5776,5347,5857,5410,5095,5644,6088,5024,5568,6352,12833,5768,4439,4623,3030,3132,2935,3096,2675,2749,2760,2913,2480,2853,2751,3087,3758,3435,3138,3045,2632
12076,9823,10485,10857,10994,12641,12641,11353,11025,12439,13548,14089,14089,14630,14364,12632,14818,13003,12158,11922,9919,10577,9003,9311,5570,6353,6313,5869,5570,5301,5002,4932,4062,4435,3837,4260,3902,3764,3761,3740,3538,2989,3331,3657,2807,2470,2672,11139,2697,2253,2232,2153,2356,2223,2497,2296,2204,2109,2400,2033,1846,1741,2005,2387,2520,2702,2891,2508
12077,9382,10088,10713,10907,13068,13068,12426,12058,13584,14939,17755,17755,15723,14854,12984,15504,13293,12390,12150,10131,10885,9517,9864,8320,8709,8833,8181,7670,7510,12445,13035,8722,7172,6610,8691,8463,7842,9500,8772,7478,8493,9404,11634,11259,22323,25476,20325,15175,11794,10648,7890,7341,6176,5841,5921,6394,4917,5367,4399,5472,4541,5316,5618,4698,5902,5603,3912
12078,2316,2156,793,299,2891,2891,1772,1625,1375,1911,1583,1583,2183,1358,1259,1339,1521,1849,1495,1392,2112,1125,1818,1047,1390,1155,2075,1420,1395,1762,2062,1516,1587,1488,1404,989,1209,1146,1251,1321,1268,1062,985,495,490,666,1990,842,874,989,1258,1168,1514,1540,1091,5014,6837,7277,7826,8637,7199,8238,9482,8726,9838,9448,9448
12086,10359,11928,12159,11710,12956,12956,12838,12706,14317,15826,17980,17980,16130,15355,13205,15134,13874,12702,12510,10347,10867,9598,9910,8420,8812,8934,8310,7778,7609,12419,13025,8773,7309,6650,8782,8589,7959,9589,8819,7676,8606,9438,11870,11949,23365,24088,24812,15433,11807,10700,7982,7385,6210,5871,5965,6438,5124,5559,4580,5598,4755,5384,5652,4755,5900,5630,3919
12087,9005,9590,10492,11128,12369,12369,12180,12973,13745,14968,16094,16094,14725,14337,12608,14214,13540,12421,12433,11376,12282,13653,14255,12917,13862,15677,16070,15018,15877,16065,16202,14716,18663,15707,14521,13335,12479,12267,13631,14775,16460,17766,16886,13763,13699,14414,15326,14897,14052,15384,11543,12187,12406,11798,9890,10572,9999,10332,9439,8761,7789,9941,10450,11550,10647,11406,8580
12176,1004,1048,881,1155,830,830,976,1344,2474,3190,2769,2769,2622,2678,3469,4354,4018,3726,3378,2697,3837,4975,7580,9928,10036,10653,11271,2854,1751,1868,2309,1669,2389,2504,2438,2127,2276,2230,2047,2709,1968,2178,2157,1426,983,799,675,1461,707,656,614,434,504,444,590,632,364,433,459,419,332,674,379,250,338,1854,2110
12185,0,0,0,0,0,0,0,0,0,0,0,0,128,81,2460,5394,4284,3624,4860,6169,6356,6477,9734,8066,13061,17520,10526,13820,12139,13160,15795,11925,10872,11223,13424,13978,16275,19108,21467,21885,22955,30874,31620,25680,32148,33526,40934,68825,77770,65133,61934,66220,96362,72898,62542,74469,75774,87999,88446,94080,102594,111580,98317,89484,94485,106636,106636
12392,6433,1634,865,1374,4392,4392,3057,3017,3064,2283,4567,4567,6899,4527,5104,6180,7081,7983,9648,7638,8309,8854,7240,8524,6555,5989,5085,5101,5429,6658,6568,5168,7033,6855,6629,6665,5671,5159,4794,4539,4527,4330,4266,3666,2849,3865,3424,3369,3015,4161,3088,4650,6619,5731,4286,3331,2423,2805,3790,3183,3313,2365,1986,1824,1577,1906,1573
12519,183,161,401,458,1483,1483,2153,2246,3394,2853,6575,6575,6043,5156,4093,4456,4792,5884,8597,9266,8210,7178,8006,7201,9562,9703,9974,10246,9356,10231,8495,7363,8555,7325,8504,7877,8149,7905,9098,8799,9591,8373,7245,6241,5282,5241,8203,6815,6964,6129,6024,5480,5660,6707,5783,5061,5683,9298,8706,3977,3279,3488,4368,3688,3852,4106,3858
12554,3067,3903,5156,6254,6044,6044,8802,8150,9126,15983,24049,24049,13157,21816,22015,16857,18610,21337,18121,20288,21491,20057,24182,28048,36202,45246,46606,41194,35783,37752,31511,28318,30232,23014,30832,31280,27259,32956,36449,22492,17575,28886,25152,19846,24809,24516,19884,16157,16855,10283,11007,10865,13423,22246,22507,24892,25540,29230,27811,23579,25200,27659,20925,23689,26162,18809,21489
12598,320,436,287,266,284,284,1102,1188,793,626,602,602,480,581,503,862,1062,837,1582,1326,1407,1963,2540,2474,2421,2360,1638,2534,1962,2860,2836,2280,2487,2675,2505,2162,2366,2344,2442,2586,1366,1811,1295,1121,1599,1550,1935,1991,2562,3180,2229,2471,10371,8783,8269,8611,9632,10209,10958,11707,4112,2828,2402,2427,4130,2870,3372
12628,4851,4352,5588,5347,4655,4655,6069,5408,6100,7884,10588,10588,8792,9771,11483,12602,13247,10847,18963,17175,17004,16833,15307,7277,7634,11037,19633,12570,6770,7261,8008,4796,5584,7404,10438,10144,10928,13601,15378,17890,13756,19258,14871,15092,12833,9241,5116,6193,4589,5307,4933,4937,5209,4219,3347,3770,3831,4422,4243,3830,3719,4254,3914,4338,3302,4090,3577
12633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,31,38,402,724,781,1003,1331,1807,4370,1935,1292,1344,1834,1666,1246,1574,2267,1943,1672,1469,4945,5812,5245,5724,6486,5949,5412,4409,4379,861,3144,717,702,558,749,1665,1511,631,471,661,1423,1041,513,664,562,854,1373,1013,1155,1050,904,820
13166,533,3889,2200,2426,623,623,1337,1363,1699,3055,3508,3508,1197,4594,4918,4092,9855,13569,10626,14186,13059,10824,12248,14298,14664,12148,12673,9249,3571,4463,5218,9404,8181,5098,6908,7427,8939,16186,9405,10900,8363,10350,10454,23945,58869,72298,85515,110677,121241,146164,160559,171229,237143,214870,194752,227012,233309,280627,272636,270438,278343,307019,306870,346452,342474,338496,336753
13455,0,0,0,0,0,0,0,0,0,1626,2892,2892,8276,7165,8008,9317,7872,10181,10726,10282,12249,14228,20642,17314,17615,22214,20511,22299,24246,20200,24939,27276,34301,31397,36361,52991,68215,73761,100270,147699,211462,229367,281400,267176,360873,876408,1134090,1362796,1442480,1766432,1929288,2074043,2322408,2088954,1940974,2372604,2565626,3120196,3468357,3106345,3258404,3908423,4558867,4677726,5124919,5013393,5013393
13823,14,11,16,19,20,20,29,33,41,34,51,51,161,694,564,513,597,750,1513,1051,1028,1031,1878,1234,1613,1237,1271,1838,1786,1926,2634,1965,2077,2356,3027,3039,4797,4815,6030,4942,5269,4958,3851,3303,3918,5391,7892,6703,6556,7555,6300,6950,7374,6782,6355,7553,7853,8466,8834,9829,10169,8885,9634,9059,8485,8114,8676
13854,0,0,0,0,0,0,0,0,0,0,0,0,0,278,481,334,362,511,492,362,634,479,935,1170,2086,2848,2863,4885,4520,4076,6896,14269,12320,10372,7170,4971,5747,3616,3203,429,292,518,260,175,90,116,258,305,132,164,76,60,51,54,62,107,30,65,44,61,58,39,30,26,41,35,71
2378,118,216,307,253,322,322,412,229,2977,6863,5963,5963,12045,9282,8172,10167,6822,2719,3745,6591,2000,4997,9109,10691,10844,6284,2635,3118,2681,3807,3131,2315,2528,3221,4609,2761,2635,4710,5767,4354,4072,9848,7066,5059,10280,10178,11605,10433,7702,6132,4122,5233,3810,686,786,750,729,806,671,922,1840,3245,2288,4222,691,1001,638
2888,5646,6039,6642,6235,7458,7458,9211,9399,10109,9474,8450,8450,6391,9846,10136,10375,10615,8729,7964,5132,5358,4209,5503,4413,4031,5151,5264,5204,4375,5909,5696,4272,5084,4225,5006,3525,3191,2547,2400,3049,2249,2161,2620,2414,1564,1818,2740,3998,1627,2620,1771,1246,1935,1585,1495,1400,2090,2493,1321,1350,1832,946,926,826,962,912,989
3624,17,93,18,42,34,34,45,68,57,165,71,71,90,22,58,911,1656,4279,4447,2904,2647,4610,4898,2662,3288,7892,5067,6813,7504,8206,5969,5106,5884,7983,7077,7057,7162,8174,6126,6970,7312,10374,11208,11042,9205,9470,7104,5984,6233,7069,9055,4181,1363,312,316,233,33,64,36,39,58,208,134,608,453,324,122
4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,175,162,1861,3941,6296,5705,4802,3982,3828,4729,6361,7636,8912,8243,7949,6229,7689,7827,8354,7075,6826,6518,6057,6091,5273,5139,5370,4432,5154,5214,5192,5612,4407,4934,4893,4562,4631,4579,4062,3781,3160,3559,3207,3490,3576,2945,3465,3401,3834,3106,2454
6691,0,0,0,0,0,0,0,0,0,0,48,48,44,54,35,93,79,99,180,116,111,118,171,204,423,646,841,2042,1882,1711,2161,2057,2824,3095,3157,3185,4312,5865,7502,7710,6411,8758,7909,13212,10516,12984,11622,13104,13911,15306,15483,12791,13694,11831,9900,12315,12437,13282,13251,12603,11848,12267,11190,12940,12772,14553,13663
7237,61,64,72,94,214,214,480,920,523,1319,1738,1738,1504,1600,1568,2407,1924,2589,2943,2425,2311,3045,3090,2910,5715,10566,14862,18972,15277,20250,16916,15410,33396,41774,51831,47732,36645,42998,43590,58766,64341,64857,66711,80883,164785,214742,179282,161316,156495,200458,188141,174502,210932,140433,130978,162022,175416,226281,224231,222182,207660,224885,198940,207382,229952,216315,184536
12179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,12,10,22,25,15,164,130,119,203,376,270,323,699,745,430,357,449,615,577,4442,9296,10722,10377,10033,10197,9496,735,649,829,917,839,1183,1079,1428,1345,1295,2664,2402,2155,2765,3772,2855,2386,2791,3425,2593,3842,4224,3962,4949
11199,250,363,378,275,519,519,1118,1178,1394,2359,5803,5803,21242,21061,18600,24861,23941,22548,25869,25476,31723,33346,35426,32365,34084,34512,34940,30018,26317,21146,8468,6462,8064,9957,10825,9416,10162,10302,12213,13354,11685,13610,11649,8845,11053,12899,13283,12771,13387,15414,14902,14673,17005,15778,14320,21893,19765,23622,20259,22027,21587,24156,23852,23790,24275,23896,20529
13033,2761,4433,7175,4383,4038,4038,2942,2837,2678,3168,3699,3699,3842,2901,2863,4259,3345,4529,5798,5266,4555,4311,6175,5731,6393,7939,7299,7287,7581,7095,6512,5667,6650,7224,7490,5190,5204,4777,4855,6410,5895,8075,8690,6597,6808,5849,5302,4967,5812,6432,5097,5745,6979,8330,9681,9162,7559,8809,6336,6065,6323,6302,4959,5168,5480,6678,6590
14154,1041,1394,1662,1225,1054,1054,1297,1822,1897,1768,2329,2329,2452,2962,2665,3951,3179,3098,4032,4098,7764,9248,8622,11671,9157,10507,10329,10665,9718,11742,11047,8006,6991,7152,9811,11729,10332,12993,13575,15909,17347,19101,15735,13170,10035,12100,13912,16465,14203,17471,17434,16576,23167,21571,19817,25816,26554,31274,30941,30608,29487,32110,33081,32322,30559,29448,29866
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,74,23,19,75,49,48,354,458,438,260,1130,1635,1565,2044,2269,812,1665,2351,5291,6232,3289,609,550,279,263,332,613,645,367,335,346,289,333,510,662,6255,6886,11450,10910,10563,9176,9401,8678,8449,5366,2634,3380,3881,3984,3758,4086
151,7186,6506,6092,5138,5554,5554,11520,9879,10585,9560,8743,8743,7651,8815,9779,9073,9618,13879,12936,10446,11572,11913,11925,10265,11421,13014,13774,13575,12273,13011,12634,14254,15730,14116,15830,14280,15507,18571,16820,20773,21530,22259,19372,17931,18072,23535,26666,23377,27614,26035,26575,29007,34134,32774,27097,26704,37556,37714,31999,27855,27873,27796,28861,32607,37543,34724,31906
324,5214,5562,5611,5597,8219,8219,8330,6755,7193,7618,6896,6896,7208,6951,6891,5772,5554,6186,5873,5279,5856,6016,5707,5427,6928,6965,5994,6459,5889,5843,10581,6606,7996,8606,8845,6208,5919,6614,6409,7348,5926,6964,8306,8214,7593,6232,7382,9621,7383,8324,8673,7440,8715,8640,8819,8475,9675,10681,8388,7216,8930,9086,7530,8322,7847,8595,8327
398,13477,13836,14130,14597,14164,14164,13731,12550,13892,15165,16007,16007,14286,11941,10152,10283,8370,9351,8968,7852,6986,7863,7785,6989,7400,7251,6779,6970,6668,6950,6726,5082,6251,5314,5243,4194,5240,4420,6159,8826,7756,5819,8298,7358,4859,5903,4723,12468,3559,8370,4490,2970,3498,2746,2780,2808,2858,3079,2759,2834,2532,2225,2632,2379,2628,2002,1774
419,1140,1039,1026,1086,910,910,1387,872,827,6508,9185,9185,2365,800,679,1232,1014,1080,1058,747,778,921,1037,713,881,654,824,796,700,1005,1018,1064,1687,1101,1588,1748,1995,1834,2231,2434,3015,2496,3126,2605,2472,3487,4997,10891,14661,20908,21869,22831,23313,21763,24394,23866,22067,22022,21257,21944,16264,15401,14161,10741,11481,10124,11176
563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,127,105,302,308,209,99,131,246,200,114,162,243,534,393,418,352,336,424,952,1306,2391,1179,1339,2008,966,2476,4090,2016,1855,3922,4809,4931,2911,4420,9467,3096,5813,5077,5854,5157,9748,15659,11988,11093,9084,15524,12987,16800,13660,10520,11842,7687
734,0,0,0,0,0,0,0,0,0,0,991,991,3256,10492,7033,3575,1230,2204,1878,553,654,1321,1986,825,637,431,1052,982,665,1299,2239,1233,1941,1386,1490,755,15673,681,957,437,105,206,443,1353,127,567,1020,1114,791,2135,371,433,675,359,248,729,134,33,134,52,224,141,180,113,537,212,634
969,0,0,0,0,71,71,3970,10050,12636,10260,11797,11797,9258,8300,8142,6789,5437,7501,3530,3099,1502,1748,1384,1253,3096,2550,1208,1108,1159,1190,1057,809,941,865,973,680,709,614,1083,1215,1809,669,688,639,605,447,568,993,439,640,663,438,730,573,441,510,331,370,340,424,277,328,340,294,261,278,312
996,157,197,161,208,190,190,442,486,279,520,375,375,394,266,264,892,978,996,688,469,517,682,879,1154,687,1268,2059,1614,1294,1967,1207,1578,1584,1251,1858,1650,1801,1487,2289,5737,5809,3698,2777,2983,4694,3277,3157,5116,3255,3929,5347,7802,9586,8010,6648,7658,6221,7551,10402,9808,10699,9918,9137,8945,10365,9279,8273
997,73,61,52,68,63,63,134,104,82,308,230,230,117,87,101,206,198,158,275,195,293,449,540,993,493,429,778,884,880,934,547,673,1265,1009,1335,1403,1532,1128,1826,5141,5101,3205,2379,2562,4350,2887,2687,4419,2869,3355,4844,7326,9088,7612,6229,7081,5642,6776,9655,9159,10097,9297,8498,8447,10059,8911,7776
1075,1383,919,908,1046,615,615,1068,1505,1218,1213,1266,1266,1730,2245,1207,1326,1972,2087,1895,1768,1561,1380,2504,2842,3559,1556,2172,2284,2990,3470,2065,5149,5628,6917,7859,8057,7929,9261,8910,8916,6866,7580,6893,7575,8781,8734,9245,10288,10229,11552,10373,11404,20103,20994,18248,21333,28280,34232,41831,49431,38064,36859,33549,23455,8857,9369,9864
1101,0,0,0,0,0,0,191,125,616,1268,2692,2692,2007,3295,2589,2110,3437,4880,4503,4594,5350,3916,4373,4175,4691,5161,5654,6539,5845,5036,4929,5099,5509,6175,7458,8595,8174,10201,16948,21208,12715,22105,23920,15449,9199,8432,9492,14960,16202,12320,14020,13711,14494,15278,11269,13058,13162,16229,15709,17447,14186,17771,14319,17631,19601,15411,14425
1132,0,0,0,0,0,0,0,0,0,0,0,0,121,61,667,448,306,412,600,386,412,560,603,426,752,1111,2485,1822,1411,1545,1910,1437,1752,2276,2804,2368,2546,3106,3365,3023,2943,3003,2825,3117,3650,5940,4728,4583,6812,6754,5480,7222,10188,9919,8803,9570,8762,10263,9224,12246,14265,14111,13957,13655,14851,14007,14335
1224,32885,36615,40359,43661,39061,39061,40096,36333,32199,34180,36981,36981,36044,41582,36850,47999,32923,17847,17551,12937,14670,17332,19479,14060,15000,16024,15777,16939,18984,18912,17290,14318,14236,13245,14726,11308,10254,13303,22105,26268,14583,23202,20579,19921,16849,17632,17633,22910,26170,24913,21243,19436,25736,15767,13889,17081,12774,13244,10312,10091,9210,12057,10160,9390,8608,6614,6164
1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646,407,68,29,27,85,95,140,69,109,53,103,93,270,534,403,430,631,726,693,697,1059,849,762,659,817,1049,889,845,480,638,677,4823,2452,2432,2650,2753,10018,9570,1802,4368,3015,3913,4657,4429,4170,4698,4637,3883,4046,2950,4290
1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,124,503,1906,1714,952,577,1088,636,1272,1237,1084,1538,1691,1794,2294,1832,2333,2450,3191,2394,2511,2864,3505,3028,3146,4453,6681,5796,7905,10097,6634,13448,20217,22511,23894,20375,16857,14545,10692,14436,15362,18231,17348,18905,17541,16660,26155,20183,21391,18997,16087
1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,1432,1791,3687,10830,11201,11383,10499,15497,11792,9258,6559,2199,2340,3304,8317,13330,9357,2735,1148,1454,1302,1583,1749,1925,1574,1361,2168,2057,2702,4419,4191,4900,4636,4176,4416,3525,2588,3188,3715,3178,3830,4286,5357,5057,5621,5803,5605,6062,6885,6316,5947,5732
1432,821,799,1037,990,1102,1102,678,446,434,661,582,582,737,683,523,903,736,611,480,381,358,450,807,1453,1819,743,633,670,438,543,484,329,615,574,397,1762,2616,415,610,810,1841,2574,2455,1395,1253,1542,1443,1809,1131,1359,1351,1811,2577,2121,2044,2735,3305,4999,5661,6223,8146,10145,9559,12405,12363,7267,6679
1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,4137,3146,3011,3054,3286,3034,2425,2642,2404,2135,1643,2050,2538,2243,3113,2554,2713,3174,4714,3337,4561,6087,4240,4026,3194,5575,5517,8050,9884,11794,10104,10335,8130,10605,15132,11054,9392,10725,9588,9095,8484,12082,11586,14166,14387,13637,12887,13363,13406
1998,4273,2770,2707,3695,4028,4028,3451,5881,6489,5288,6018,6018,5558,6062,5782,7071,6368,7620,8081,5988,5909,6123,6403,5467,5393,4541,5142,8513,9909,11403,10516,6704,7934,7327,7725,7022,6699,12281,8070,10285,11100,13941,12869,12684,12515,16242,16768,17295,16169,17283,17022,13763,16753,14992,13752,17294,15902,14973,14652,13029,11140,9322,7485,6842,7234,6301,6844
2546,0,0,0,0,0,0,0,0,0,42,8,8,20,16,83,963,1643,2933,2588,4238,2912,1549,1896,1299,2081,1711,1207,1687,1317,1505,1705,1977,3276,3843,4949,6557,5674,4712,6316,8241,6897,10028,10261,8366,7492,9775,11735,11467,9068,10364,10549,9115,14847,12276,10859,11183,12041,14050,12203,13558,16711,47147,65028,60721,62673,51982,51982
2777,1946,2368,3228,3352,3772,3772,4955,4002,5749,5658,5661,5661,6385,5970,6846,6121,5252,5686,8838,3590,5416,5452,8420,7040,4545,5201,5975,4077,4099,3602,3986,1678,2438,4239,5556,4092,2916,2230,2797,2244,2282,1863,1724,1116,1374,3147,4383,5532,2780,5968,4423,3784,7486,11189,8589,5794,10049,9848,8223,8690,6050,393,579,393,498,369,324
2921,0,0,0,0,0,0,1924,2980,2198,1535,1426,1426,1348,3092,4317,2049,1015,22636,19768,16900,15774,14065,25395,16699,13820,8457,916,1013,1119,11792,8563,7791,8364,7707,8511,8659,10399,8240,9184,10394,7382,10171,6313,8533,9527,10668,8816,167,97,102,51,70,52,54,74,83,27,13,20,23,15,32,22,23,22,28,73
2994,0,0,0,0,0,0,14,15,24,17,11,11,26,32,44,170,477,454,285,214,316,259,240,181,339,263,219,255,248,151,216,230,254,686,629,416,1826,2614,930,348,567,1939,1079,482,632,1042,535,594,536,547,3828,11306,9978,10536,11824,9235,8753,12512,12311,12959,12112,3559,1642,1311,1734,1428,1375
